game_name,app_id,review_text,user_score,voted_up,source,genres,price,Unnamed: 8
A Way Out,5413,"With the exception of the heroes, the characters in the game are generally weak in terms of design, appearance and lack of interest. The conversations are very simple, sometimes feeling short and unconvincing.",4.0,FALSE,SaudiGamer,"Adventure, Action",29.99,1222700.0
A Way Out,5413,"The idea of the game is very distinctive, and its application was successful, making it one of the best co-op games. although the screen will be divided throughout the game, and the game will be played by two players, either over the network or from the same device. and since it requires the presence of two players on a permanent basis, the game does not require both to purchase the game, as it is enough for the second player to carry the free trial version and play the game with his friend the owner of the game. although the screen will be divided throughout the game, and the game will vary from horizontal to horizontal and reverse as needed, I did not feel disturbed, but on the contrary it was a very natural experience and added to the experience where players from all the different aspects of the game get their hands on the game. the gameplay is filled with objects from almost every player's point of view. the gameplay is full of objects from every player's point of view, but there is always something that can be observed, but there is certainly something that can be done in a way that makes every player's presence and every aspect of the game more interesting.",6.0,TRUE,SaudiGamer,"Adventure, Action",29.99,1222700.0
Abo Khashem,5738,"Unfortunately, Abu Ghraib is yet another setback for Arab studios in their efforts to offer games that reflect our Arab environment and compete globally, I wish I could enjoy this game but instead I found a game full of technical flaws, a poor gameplay style with an empty world and dead audio performance, I hope the development studio will focus on developing lightweight games in the coming period and not try to offer a huge game with simple possibilities, and we have all the support.",9.0,Neutral,IGN,"Adventure, Action, RPG, Casual, Indie",29.99,662840.0
Absolum,19143,"After your defeat, it's only natural to lose some developmental points and progress in the game due to the nature of the rockey games, but to rob the game of even the basic skills that can sometimes make the experience boring.",4.0,FALSE,SaudiGamer,"Indie, Adventure, Action, RPG",24.99,1904480.0
Absolum,19143,"The game system is the best thing played in any Rocklet game, it has the depth and feel of fighting games in terms of consecutive strikes (composing) and encourages you to hit and avoid hits at the right time. The movement here and the sound of strikes is what added more enthusiasm to the game system. This style of painting reminds me of some high-quality Western cartoons, and competes in this style with only a few two-dimensional games such as Hades. The music of the game is so enthusiastic! The composer Gareth Coker is one of his best works through the game Absolum and has created an amazing collaborative experience, and you can learn from the various characters and moves of the game through a variety of interactions and interactions.",6.0,TRUE,SaudiGamer,"Indie, Adventure, Action, RPG",24.99,1904480.0
Ace Attorney Investigations Collection,17233,"As is usually the case in the series, this package offers a variety of great characters, both new and from previous installments. In addition to thrilling events and mysterious crimes that are caught in the minds of experts, the characters are the strengths of the series, both in design and print, especially when the criminals surround them and show up on them. Mixing comic characters with serious and exaggerated characters and visions both change when pressed on them is one of the defining characteristics of the series. In addition to thrilling events and mysterious crimes that enjoy the discovery of their expertise, some episodes tie this package together with the plot and shed light on the past of the characters, especially Edgeworth's past, in an exciting way.",6.0,TRUE,SaudiGamer,Adventure,39.99,2401970.0
Ace Attorney Investigations Collection,17233,"Sometimes the game rejects evidence or statements that seem to be true because it waits for something else that doesn't seem more logical, especially mental chess that relies on repetition and learning from mistakes rather than skill.",4.0,FALSE,SaudiGamer,Adventure,39.99,2401970.0
Ace Combat 7: Skies Unknown,7116,"There are excellent killing mechanisms in this part, and fans of the series will undoubtedly get them and are happy to keep them above air combat priority and quality, but this priority has dropped behind it several flaws that are difficult to ignore when talking about a seventh-part series, a fun online one with little content, and no expectations of the interesting story.",7.0,Neutral,IGN,"Arcade, Adventure, Action, Simulation",74.99,502500.0
Ace Combat 7: Skies Unknown,7116,"In addition, in some tasks it was difficult to know what was required of the task until it was repeated more than once and this was due to the lack of clarity of the written goal. the development tree is presented in a complicated way and limits the player's options, since everything is related to each other, the developments were not separated into different sections or types, for example, if the player wanted to buy the development of the aircraft speed, he would first have to buy a new aircraft and then buy the aircraft, if he wanted to use the development at the current level. the game's content is generally limited to the player's options, since everything is related to each other, the developments were not separated into different sections or types, so for example, if the player wanted to buy the development of the aircraft speed, he would first have to buy a new aircraft support, then he would have to buy the aircraft support, if he wanted to use the development at the current level.",4.0,FALSE,SaudiGamer,"Arcade, Adventure, Action, Simulation",74.99,502500.0
Ace Combat 7: Skies Unknown,7116,"The style of the game is very careful, from the moment you start flying you will feel that everything is smooth and under your control, I didn't mention that I was controlled after failing to accomplish the task, it was largely dependent on the skill of the player. Also, the additions that the aircraft could be equipped with secondary weapons or equipment to improve its characteristics could have a tangible effect on the performance of the mission, which is something that pushes the player to plan before entering the mission.",6.0,TRUE,SaudiGamer,"Arcade, Adventure, Action, Simulation",74.99,502500.0
Adventure Time: Pirates of the Enchiridion,5946,"Adventure Time: Pirates of the Enchiridion isn't the best game when compared to other games, but it's a simple and beautiful game with its bright colors and nice comedy, you can turn to it when you're bored, and of course I wouldn't recommend buying it before you get a discount because it's not worth $40.",7.0,Neutral,IGN,Adventure,24.99,728240.0
Age of Empires IV,11623,"Weak defense techniques, soldier detail and movement are not the best they can be.",4.0,FALSE,ArabHardware,Strategy,39.99,1466860.0
Age of Empires IV,11623,Combat mythological missions are becoming more and more strategic all civilizations are balanced and each civilization has its own pleasures and adventures as missions based on great historical events the voice of the narrator is excellent the game's control interface is perfect and clear unlike most strategy games the game retains its legacy and known method.,5.0,FALSE,ArabHardware,Strategy,39.99,1466860.0
Age of Empires IV,11623,"Age of Empires IV won't be far from the roots of the series, and this can be good or bad. New players will enjoy the easy-to-play style offered by the game, as well as other difficulty-level options. Strategy game veterans will enjoy real-time difficult AI levels, but they will realize that there isn't much here to serve as an entirely new Age of Empires game. As Relic hasn't taken any risks to stay away from the tried-and-true format and theme, so if you're looking to enjoy the Age of Empires experience in 2021, try this game.",8.0,Neutral,IGN,Strategy,39.99,1466860.0
Age of Mythology: Retold,17117,"The game suffers from scattered technical errors here and there, not catastrophic, but sometimes annoying, such as stopping the pointer on the building code even if you want to execute the wrong order.The sound performance of many characters is disgusting and reduces drama and immersion unlike the other improvements seen in the title, and the same situation applies to movie scenes.",4.0,FALSE,SaudiGamer,Strategy,29.99,1934680.0
Age of Mythology: Retold,17117,"Overall, the game looks good graphically, with much higher-quality models, improved animation and sequences, not to mention vibrant environments that take you from Atlantis to the depths of the underworld, Mount Olympus, Scandinavia, and more. The game has seen an improvement in the user interface, and whether simple or modern, it doesn't take up a lot of screen space, but it displays everything you need to see, not to mention various easy-to-access options such as color blindness.",6.0,TRUE,SaudiGamer,Strategy,29.99,1934680.0
Agents of Mayhem,4510,"Agents of Mayhem came with great hopes, it was able to offer a fantastic open world and a unique style of play, with many unique characters to choose from to perform missions, but it faced a racy storyline that has been used in many movies and games, large-scale recurring missions and secondary characters that were set to fill the void no more, I'd rather have it added as a collaborative online game to increase the fun that could have made us give up the bad story just for the fun of playing with friends.",9.0,Neutral,IGN,Action,29.99,304530.0
AI: THE SOMNIUM FILES nirvanA Intiative,13265,"The best thing about AI The Somnium Files nirvanA Initiative is that it blends its characters with comedy and gives the characters distinctive imprints both in their design and their characters. Crimes are the essence of the game but the game deals with themes such as bullying and upbringing, growing up in a wealthy family and adoptive family and other topics that give the story depth and depth. Most of the gameplay is about conversations, but there are scenes where you need to explore the crime scene and the sequence of events and also get into the dreams of people to explore the game as well as the gameplay.",6.0,TRUE,SaudiGamer,Adventure,,
AI: THE SOMNIUM FILES nirvanA Intiative,13265,"Dream diving is fun and exciting, but it doesn't encourage exploration and experimentation as every move from you consumes a fraction of the time available to you and the developer's solution is to add easier edges of difficulty.QTE moments have never and will never be more than a test of luck and in general when you test your game skill, they fail before you fail.",4.0,FALSE,SaudiGamer,Adventure,,
Alan Wake 2,15022,"The beginning of the game is slow and even tedious, especially partially Alan and some of its mechanics. The game world is not huge but full of details, complications and the map is closer to reality and only guides you, and the dim lighting makes getting lost easy. The game tries to solve this by placing a lot of stocks and symbols on the map and in the world but in my opinion it is a solution to a problem that could have been avoided. On the PlayStation 5 the attractive performance and accuracy affect the image quality and the experience of the game otherwise beautiful. Also, I faced a lot of technical problems, some of which forced me to return to an earlier version and some prevented me from getting a trophy, but most of them were my appearance.",4.0,FALSE,SaudiGamer,Action,,
Alan Wake 2,15022,"The appearance of the game is beautiful and artistically distinctive, especially as it adds elements of horror and places from other worlds beyond our world, and there are touches such as over-the-play video scenes and red lights that dominate the world and remind me of games like Silent Hill. Also within the character design and mixing of real actors with the game's characters distinguishes it from the rest of the games.",6.0,TRUE,SaudiGamer,Action,,
Alan Wake 2,15022,"The story of one of the best in history in creative storytelling, offering different sensations while playing with Alan and Saga mastered Remedy Studio's elements of horror and stayed in the spotlight for the first time for that genre, the best we've seen in the world of video games graphically so far.",10.0,TRUE,ArabHardware,Action,,
Alan Wake 2,15022,Some simple glycemics that don't affect the experience.,4.0,FALSE,ArabHardware,Action,,
Alan Wake 2: Night Springs,16835,"Except for parts of the third episode, there are virtually no new areas, and playing a character similar to Jesse from Control without his power and speed was somewhat restrictive.",4.0,FALSE,SaudiGamer,Action,,
Alan Wake 2: Night Springs,16835,"The three episodes are short, but they contain variation and events that are not necessarily real and part of the story of the original game world, but they add to the world and its characters, as if they were scenarios what if?. Specifically intelligent and very funny conversations and episodes generally contain a hectic part of madness and comedy, especially in the game world, where gameplay begins as an adventure game where all the players are given enough bullets to kill each other.",6.0,TRUE,SaudiGamer,Action,,
Alan Wake 2: The Lake House,17518,"Content adds to the story as it takes place during the main game's events but in a research center affiliated with the Control game organization. The center was present in the main game but its method was blocked and the events reinforced more than necessary for the game world and its story. The gameplay is somewhat similar to the main game's Saga, which I see as the best, with puzzles, flashlights, bullets, repeat episodes and back to the beginning and other events that confuse reality with fiction. There are also new enemies and weapons. The addition documents the game's connection to Control and the research center with an attractive appearance that evokes the design of the older home from the Control game.",6.0,TRUE,SaudiGamer,Action,,
Alan Wake 2: The Lake House,17518,"Charges on PlayStation 5 have not improved since the game's release.The performance of the breakfast is still low in accuracy, affecting the enjoyment of the game's beauty.",4.0,FALSE,SaudiGamer,Action,,
Alan Wake Remastered,12067,"Given that it is an improved version of the game released 11 years ago, Alan Wake Remastered is one of the best graphically enhanced games with support for 60 frames per second, 4K resolution, improved and more detailed models for the main character, but it has outdated animation, a lighting system that doesn't seem as powerful after all that time, and a style of visual and repetitive clashes with enemies without any reminiscent differences from the camera that drives you crazy often, on the contrary, the story remains the same excitement and ambiguity, as well as sounds in an ideal way to increase the ability to immerse yourself in the experience.",7.0,Neutral,IGN,"Adventure, Action",,
Alienation,2124,"If you're a fan of the game and expect something like Helldivers and Dead Nation (according to Housemarque, this game is supposed to be the ""spiritual heir"" to the latter), you'll have a pleasant surprise.The gameplay is very smooth and balanced with different types of alien creatures, fast action, and the slaughter of entire alien creatures.",9.0,Neutral,IGN,"Shooter, Action",1.99,1875120.0
Alone in the Dark (2024),16050,"The world of the game and the psychiatric ward with several mysteries and puzzles is equally the star of the game and reminds me of the palace in the first Resident Evil game and also moves with magic to several miniature fantasy worlds associated with the mind of Jeremy you are looking for. Exploring the ward is fun and sometimes turns into temporary horror while the fictional worlds are diverse and give a sense of cosmic horror. The story as a whole is particularly interesting, especially the place and time of its occurrence and the supporting characters, most of whom are the guests of the ward, and the game draws some of its ideas from HP Lovecraft novels with several characters that complement its scenarios.",6.0,TRUE,SaudiGamer,"Adventure, Action",,
Alone in the Dark (2024),16050,"The sound performance of the two main characters is trivial as if they were forced to do so, as well as special cinematic scenes that contain a lot of action and thrills are weak and deprive the story of much of its impact.Some elements of the game seem to have been added incoherently and out of place, such as general concealment, especially the use of tools to disperse enemies and with some simple technical errors, giving the game a sense of incoherence.",4.0,FALSE,SaudiGamer,"Adventure, Action",,
Amnesia: Rebirth,10381,"The game begins with a plane crash in the Algerian desert in 1937 and marks a distinctive beginning of the horror game and then moves to caves and castles, but soon events take on another unexpected turn with ancient rituals and mechanisms and the game world after a slow start and the events of the story are most characteristic of the game with its mysteries and moves.",6.0,TRUE,SaudiGamer,"Indie, Adventure, Action",29.99,999220.0
Amnesia: Rebirth,10381,"The horror factor is weak. it is acceptable as psychological horror but soon darkness becomes a trivial factor for the eyes of your character and the monsters to get used to the temptations they face. and death does not affect your play much. graphics are technically rudimentary although they are good in technique, movement and control are generally unlocked. also I had to return to previous storage because my character was stuck somewhere, and I couldn't get it out of it.",4.0,FALSE,SaudiGamer,"Indie, Adventure, Action",29.99,999220.0
Amnesia: The Bunker,15036,"Although the game's lifespan is short, it made the experience more logical by not sticking to events as a fun gameplay style as we're used to from Amnesia's introduction of completely new gameplay mechanics to the scary series and the constant fear of trying to keep the lights on scary sound design and add scary to the experience.",8.0,TRUE,ArabHardware,"Indie, Adventure, Action",24.99,1944430.0
Amnesia: The Bunker,15036," The price of the game is slightly higher compared to what some of the problems with the AI of the beast and some elements of the game's environment offer you, the game is locked at 60 frames per second on the PC platform.",4.0,FALSE,ArabHardware,"Indie, Adventure, Action",24.99,1944430.0
Animal Crossing: New Horizons,7409,"Animal Crossing still maintains the elegance of its conversations, the variety of its characters and its expressions, and even the creativity of our local players in the design of clothing, dresses, shorts and even bay lights. Humor, of course, is not limited to conversations, which may prompt you to talk to the islanders to the point of pushing them to or from the island. Absolute freedom.. offers you such freedom in the design of board and costume design that we begin to see the creativity of our local players in the design of clothing, shorts, shorts and even bay lights. Additionally, you can put the furniture and shorts outside the house to make sure that you know how to eat and how to eat.",6.0,TRUE,SaudiGamer,Simulation,,
Animal Crossing: New Horizons,7409,"The game generally does not provide you with the information and directions you may need at the beginning, nor does its trading course run for the real hours of the day, which makes it slow to roll somewhat, especially in the first few weeks where you do not have the necessary tools and capabilities until after a period of play. Some places increase repetitive conversations such as the airport and the city center that can be shortened with a quick and clear list. Loading screens when any player enters and leaves the crowd, I hope to release an update to players in the background that allows everyone to access the same slots without delay.",4.0,FALSE,SaudiGamer,Simulation,,
Anthem,7084,"Anthem is an entertaining game, but not for long because of its repetitive gameplay. It offers elegant graphics with a lot of visual detail and a wide world, but we've encountered several problems with it.",6.0,Neutral,IGN,"Shooter, Adventure, Action, RPG",19.99,787850.0
Anthem,7084,"A magical environment and beautiful charts make it fun to navigate during tasks, a meditative journey. The sense of control of Javelins, flying and running, and close-up combat all give a great feeling and make the player immerse himself in the experience. The diversity of Javelin's abilities stimulates experimentation and diversity among them. The game features 4 Javelin characters and each of them has several different abilities that fit the design of the javelin, some of which change the style of play and add depth to the gameplay.",6.0,TRUE,SaudiGamer,"Shooter, Adventure, Action, RPG",19.99,787850.0
Anthem,7084,"The game is constantly collapsing, as well as major problems with servers and stability, and the problem is that if the game collapses at the end of a task, the player will be responsible for completing the task but without obtaining any experience points or weapons from the task. The loading screens are so many that they break the experience. The loading screen before the start of the task, when entering the caves, and when changing the javelins' weapons. Although the loading times become better after the last update, but there is still a major problem.",4.0,FALSE,SaudiGamer,"Shooter, Adventure, Action, RPG",19.99,787850.0
Apollo Justice: Ace Attorney Trilogy,16103,"The music is one of the most important elements of the series and is excellent in Apollo Justice and good in the other parts, it creates the right atmosphere for either enthusiasm, sadness or happiness, and the game constantly puts you in near-impossible situations where all the evidence is against your client. The heart of the situation and seeing the pride of the criminals turn to despair is one of the most pathetic things in the series. The music of the series is excellent in Apollo Justice and good in the other parts, it creates the right atmosphere for either enthusiasm, sadness or happiness. The accuracy and graphics are constantly improved to become more appropriate especially when shown on TV. You can also choose the case you want to play, even from its beginning, middle, or end, rather than just the gameplay.",6.0,TRUE,SaudiGamer,Adventure,49.99,2187220.0
Apollo Justice: Ace Attorney Trilogy,16103,"Dual Destinies and Spirit of Justice partly have long conversations even for the rest of the series. Sometimes the game will reject the paradox of its progress just because the game waits for another paradox before then, a problem faced by most parts of the series.",4.0,FALSE,SaudiGamer,Adventure,49.99,2187220.0
Armored Core VI: Fires of Rubicon,15125,"A fantastic story with a strong connection to the characters, an addictive action gameplay style and distinctive encounters with legendary leaders, the ability to customize at the highest level of visual and vocal design, fantastic visual music, especially enthusiastic imagery in the face of leaders, an excellent technical experience with support for up to 120 frames per second with no errors.",9.0,TRUE,ArabHardware,Action,59.99,1888160.0
Armored Core VI: Fires of Rubicon,15125,"The great freedom in designing and modifying the machine such as placing a rifle with a rocket launcher together and changing the armour if you want a smooth machine to control and speed up the maneuvers or a huge machine like a tank that can handle the strikes, each face and armor has the appropriate adjustment. The design and difficulty of the movement, which is at least as much as that of the solstice, and each level of the strategy, almost varies, and this will require a variety of modifications in the design of the vehicle.",6.0,TRUE,SaudiGamer,Action,59.99,1888160.0
Armored Core VI: Fires of Rubicon,15125,"You can't buy what you need in the middle of the task, so often you can get to the end of the task to find out that you need a certain weapon to make the confrontation easier for you to get out of the task and waste your time to buy what you need. The lock-in system is unspeakable, especially against aggressive or fast-moving enemies.",4.0,FALSE,SaudiGamer,Action,59.99,1888160.0
Armored Core VI: Fires of Rubicon,15125,Some notable repetitions in the design of tasks and common enemies.,4.0,FALSE,ArabHardware,Action,59.99,1888160.0
As Dusk Falls,13424,"Carolyn Marshall, along with Interior Night Studios and its veteran members, who have long traded in interactive games through the game As Dusk Falls, has been able to deliver a luxurious interactive experience, story, and powerful conversations, and could have been much better, especially with exceptional sound and musical effects, if the studio had not decided to offer a completely different artistic direction to their desire to leave a mark on themselves, but at least for me it did not help to increase the value of the story, but the first experience of Interior Night we expect their upcoming experiences to be better and many of these types of books will be added in the future.",7.0,Neutral,IGN,Adventure,29.99,1341820.0
Assassin's Creed Chronicles: Russia,1696,"The game world is beautiful, like the rest of the series, but being in Russia during the Revolution makes it one of the worlds we rarely see like it. Because it takes place during a period of civil war, the backgrounds often tend to be black and white with red in the foreground, and this contrast gives the game a distinctive look. There is a greater focus on sneaking, and moments when greater freedom is given before. Some areas will be given more room to move or either sneak or kill enemies depending on the situation.",6.0,TRUE,SaudiGamer,"Platformer, Adventure, Action",9.99,359600.0
Assassin's Creed III Remastered,7397,"Unfortunately, despite many improvements and an excellent story, most of the Assassin's Creed III core problems remain as they are, from the slow pace to the boring tasks in most of them, to the flat cities that don't encourage much climbing, there's a reason why this part of the series is a black sheep despite its many improvements.",4.0,FALSE,SaudiGamer,"Adventure, Action",39.99,911400.0
Assassin's Creed III Remastered,7397,"Liberation, on the other hand, deals with some of the most intriguing themes and ideas in the history of the series. The game is accompanied by the spin-off series, The Tyranny of King Washington, and those episodes are undoubtedly the strongest part of the series. One of the most entertaining stories in the series, if not the most entertaining, deals with a series of superior missions and introduces many of the additional capabilities needed to use the game's Assassin's Creed Pro PC. The game's spin-offs are adapted to the new Assassin's Creed Game system, as well as the use of the new Assassin's Creed Game system and the new Assassin's Creed Game system.",6.0,TRUE,SaudiGamer,"Adventure, Action",39.99,911400.0
Assassin's Creed Mirage,15005,The game does not advance or delay in the plot of the general series and the story of the present the basic story of the game is not intertwined and its presentation was not ideal the barcor system failed to meet expectations the end of the game could have been presented much better.,4.0,FALSE,ArabHardware,Action,49.99,3035570.0
Assassin's Creed Mirage,15005,"The story's introduction is good with a good acceleration of events and a visit to the majestic castle of Almoth. The end sequence of events was also fun to experience. The design of Baghdad was fascinating! It was shot with a great artistic direction and creative use of colors and lighting. It has a beautiful Arabic Islamic touch between markets, mosques, houses, palaces and libraries... and more of the splendor of embodying the magnificent city of Baghdad and the timeline of time. The game is full of life. You will find many people practicing their daily lives, some of them talking about different things such as politics or personal problems. You will see that the people of Baghdad are interested in it and hear different stories about the Arabic language... all the real events that occurred in Baghdad in comparison with the history of the Arab world and the times in which the game takes place.",6.0,TRUE,SaudiGamer,Action,49.99,3035570.0
Assassin's Creed Mirage,15005,"Their interaction with each other seemed very unlikely. Even the player who was promised a lot of things, even the player who was promised a lot of things, didn't seem to notice any improvements, but he still suffered from problems with control. The gameplay design of the game! The gameplay of the PlayStation 3 features almost all the characteristics of the game (except the characteristics of the characters) that are important to the game.",4.0,FALSE,SaudiGamer,Action,49.99,3035570.0
Assassin's Creed Mirage,15005,"The design of the world of Baghdad Kharfi Gimblay is very entertaining and comes from the roots of the series of hide-and-seek, fighting style and new animation movements how to present Islam and the Iraqi civilization in its golden age Arab support in representing our civilization and culture in the best possible game form fully translated and dubbed into Arabic system of reputation biological and interactive technical performance constant graphics of Baghdad and its artistic direction music takes you to the last world system of instruments.",7.0,TRUE,ArabHardware,Action,49.99,3035570.0
Assassin's Creed Odyssey,6222,"If you choose guidance, you will be given the task's location directly on the map, while exploration gives you clues to the location, such as a shipwreck on the coast or a statue in the north of the city that adds depth to the experience and encourages you to explore the world and appreciate the details. A strategic character with huge options in developing your abilities, weapons, resources and tools will be given the task's location directly on the map, while exploration will give you clues to the location, such as shipwreck on the coast or a statue in the north of the city that adds depth to the experience and encourages you to explore the world and appreciate the details.",6.0,TRUE,SaudiGamer,"Action, RPG",59.99,812140.0
Assassin's Creed Odyssey,6222,"Assassin's Creed Odyssey has provided many great features that make it one of the best RPGs of the current generation along with Dragon Age Inquisition and The Witcher 3: Wild Hunt.It is one of the games that you will spend more than 60 hours with without worries, especially since it offers a unique main story this time and with many tasks and activities that you can do that are constantly being added makes it undoubtedly one of the best parts of the series.",9.0,Neutral,IGN,"Action, RPG",59.99,812140.0
Assassin's Creed Odyssey,6222,"While the game is epic except that it runs slowly and has to be played for dozens of hours without any major event, as in one chapter it offers you unreasonably different proposed levels that push you to search for other tasks that don't offer you the experience points needed for the desired level, for this reason you find the option to buy enhanced in-store.",4.0,FALSE,SaudiGamer,"Action, RPG",59.99,812140.0
Assassin's Creed Origins,4503,"The story is made up of four main chapters each featuring approximately four unknown leaders and with each chapter increasing enthusiasm. I was greatly impressed by the diversity and variety of how the leaders fought, each with a different strategy and weaponry that changed your skills and style of play, and is considered a change in the style of play of the Assassin's Creed series.",6.0,TRUE,SaudiGamer,"Action, RPG",59.99,582160.0
Assassin's Creed Origins,4503,"Ubisoft promised us that Assassin's Creed Origins would bring the series back to its roots, but it has outgrown its roots, introducing an integrated RPG gameplay system, and leading us on an unforgettable journey through Pharaoh's Egypt, with a distinctive and new gameplay style on the series that he revived to become one of the most powerful games released in 2017.",9.0,Neutral,IGN,"Action, RPG",59.99,582160.0
Assassin's Creed Rogue Remastered,5737,"There are many advantages that motivate anyone to experience Assassin's Creed Rogue, whether it's its good looks, its exciting story, or the desire to return to the classic series of games, and while the game isn't more fun than Black Flag or bigger than Origins, it offers a range of tasks that are the best in the series, fiery naval battles, and endless customization options, making it a top choice for anyone who hasn't had the chance to experience it before.",9.0,Neutral,IGN,"Adventure, Action",,
Assassin's Creed Shadows,16792,"The political story itself is good and reminded me of Shogun Japan's fantastic and immersive world, which can be immersed for long hours in a variety of gameplay styles, skills, Yasuki and Aoi's various clandestine construction systems were good and added some variety to the experience.",5.0,FALSE,ArabHardware,"Adventure, Action",69.99,3159330.0
Assassin's Creed Shadows,16792,There is no mention of the basans or knights of the temple except in the late game repetition in the design of the main tasks repetition and boredom in the design of the side activities elements of role-playing kill the fun as usual the performance mode is not suitable for playing in general.,4.0,FALSE,ArabHardware,"Adventure, Action",69.99,3159330.0
Assassin's Creed Shadows,16792,"The graphics and art direction of the game have not only been the best in the history of the series, but also among the most powerful games of this generation, and the Assassin's Creed game has been carefully designed to deliver very beautiful designs. The game's physics and animation, such as grass, trees, and character clothing, have added spirit to every corner of the game and the game is performing perfectly on PlayStation 5, and I have not encountered any problems with the accuracy of the image and the game frames. Assassin's Creed is also carefully designed to deliver very beautiful designs. The game's game system expresses a great dynamic between samurai and dragons in particular, which represents power and reason. The game's personality and the game's personality are enhanced, and the game's personality and characteristics are enhanced, while the game's personality and characteristics are enhanced, and the game's personality and characteristics are enhanced, but the game's characters and characters can be used more quickly and accurately, and the game's characters and characters can be used more effectively.",6.0,TRUE,SaudiGamer,"Adventure, Action",69.99,3159330.0
Assassin's Creed Shadows,16792,"Movie footage from within the game suffers from poor animation, especially features and expressions of the characters, and this problem has affected some footage that would have been almost fantastic if not for poor animation. Ordinary enemies take too long to kill them and if their level increases above one level, you will notice that this problem will worsen significantly and the game has a problem with the difficulty of confrontation in general.",4.0,FALSE,SaudiGamer,"Adventure, Action",69.99,3159330.0
Assassin's Creed Syndicate,1660,"Ubisoft has taken several steps in the right direction in Assassin's Creed Syndicate: the environment is well-designed and the characters are effective, the navigation is fun and the story is fun, and adding the Rooks adds great dynamics to the game, and although the response is sometimes slow, this last part of the series has managed to impress us .",9.0,Neutral,IGN,Action,29.99,368500.0
