game_name,app_id,review_text,user_score,voted_up,source
Hyrule Warriors: Age of Imprisonment,19291,"<span style=""font-weight: 400;"">مثل الجزء السابق ولعبة Persona Strikers اللعبة تستخدم رسوم وعالم اللعبة المبنية عليها بشكل جيد وحتى تمزج لعبها مع لعب تلك اللعبة، فهناك مناطق تحت الأرض مع أهداف وكأنها dungeon في لعبة زيلدا وهناك قتالات زعماء وهناك قتال طيران حتى وأسلحة Zonai وغيرها.</span> <span style=""font-weight: 400;"">القصة أيضًا تسلط الضوء على عناصر من عالم Tears of the Kingdom وتضيف لها. قصة اللعبة عبارة عن جمع حلفاء واتحادهم لمقاومة طغيان Ganondorf ويتجلى ذلك قصة ولعبًا.</span> <span style=""font-weight: 400;""> </span><span style=""font-weight: 400;"">الأعداء كثيرون والأداء ثابت، وهناك الكثير من الحركات الخاصة والمؤثرات والفوضى الجميلة. تستطيع التبديل بين عدة شخصيات أثناء القتال وهناك حتى حركات مزامنة بين شخصيتين وحركات مناسبة للأعداء المهاجمين من الأعلى ومن الأمام وحركات تستخدم الثلج أو الكهرباء أو النار لعكسها على الزعماء والقدرة على التفادي وإلحاق ضربات متتالية إذا أتقنت التوقيت.</span> <span style=""font-weight: 400;""> </span><span style=""font-weight: 400;"">بالإضافة إلى مهام القصة والمهام الجانبية لاكتساب الخبرة وجمع المواد والتحديات تستطيع دعم مخيمات على الخريطة بتزويدها بالمواد والمؤونة لتطوير أسلحة وحركات وخصائص الشخصيات الكثيرة القابلة للعب. قد تكون عبارة عن الضغط على الأيقونات على الخريطة عند توفر المواد لديك لكنها تعطي شعور بسيط بالتطور.</span>",6,True,SaudiGamer
Hyrule Warriors: Age of Imprisonment,19291,"<span style=""font-weight: 400;"">اللعب يصبح رتيبًا مع الوقت خاصة المهام الجانبية لجمع المواد وتطوير شخصيتك وحتى كثير من المهام الرئيسية وتصميم المراحل غير المميز لايساعد، ونظام القتال لا يختلف كفاية بين الشخصيات. قتال الأعداء العاديين بالذات يصبح روتيني بسرعة.</span> الرسوم أحيانًا تفتقد للدقة خاصة في طور التلفاز.",4,False,SaudiGamer
Dragon Quest I & II HD-2D Remake,19041,كلتا اللعبتين تحملان جمال غير طبيعي في مظهرها! ونلاحظ هنا أن أستوديو Asano يتفوق على نفسه بعد كل إصدار إلى أن وصل إلى جودة رسوم بأسلوب HD2D  لا أجد من ينافسها في الصناعة ففي كل منطقة أزورها كنت أقف لالتقاط صورة لها. الإضافات الجديدة على اللعب حسّنت التجربة كثيراً مثل إمكانية التنقل السريع والحفظ في أي وقت وتتبع المهام والتي ساعدت على تجديد الألعاب قليلاً وجعلهم تجربة مقبولة أكثر للاعبين الجدد. على الرغم من بساطة نظام القتال في الجزء الثاني وكونه من أوائل الأنظمة في أسلوب القتال بالتناوب في ألعاب تقمّص الأدوار اليابانية، إلا أنه ما زال محافظًا على جودته مع مرور الوقت. قصة الجزء الثاني وشخصياته هو الأفضل من بين ثلاثية Erdrick  ويربط أحداث الجزء الأول والثالث بطريقة عبقرية تعزز حتى تجربة جزء الحادي عشر، ولكنني لن أتطرق للتفاصيل تفادياً للحرق.,6,True,SaudiGamer
Dragon Quest I & II HD-2D Remake,19041,قلة حضور التمثيل الصوتي بشكل عام، فلم أفهم فائدة التمثيل الصوتي إن كان غير حاضر في أغلب الحوارات الموجودة في اللعبتين. بل لاحظت أنه أقل من ريميك لعبة Dragon Quest 3 والذي صدر بمفردة السنة الماضية وتم حصره هنا فقط على اللحظات المهمة والتي لا تمثل أكثر من 20% من عمر الألعاب. تجربة الجزء الأول بسيطة للغاية بحكم أنها من أوائل ألعاب تقمص الأدوار اليابانية، ولكنها لا تحمل وزناً أو تجربة تُذكر سوى كونها جسرًا يربط الجزء الثاني بالثالث وأغلب المحتوى الإضافي كان مجرد تمطيط لزيادة من عمر اللعبة فقط.,4,False,SaudiGamer
Mortal Kombat: Legacy Kollection,19290,اللعبة عبارة عن برنامج وثائقي من خمسة أجزاء يشمل فيديوهات قديمة ولقاءات حديثة مع فريق التطوير الأصلي مع صور لمنشورات دعائية للسلسلة والقدرة على لعب الألعاب المذكورة مباشرة من التسلسل الزمني المقدم. جودة الوثائقي ممتازة مع كثير من المعلومات والمواد الإعلامية المهمة لكل معجب بالسلسلة ويود معرفة تاريخها وللمهتم بتاريخ الألعاب بشكل عام. هناك أيضًا قائمة بجميع شخصيات الأربعة أجزاء الأولى تستعرض فيها نبذة شخصيتهم ونهاياتهم لكل شخص وكذلك مشغل موسيقى لمقطوعات السلسلة. هناك 23 لعبة مقدمة تشمل الأربعة أجزاء الأولى من السلسلة مع عدة نسخ مختلفة والجزء الخامس لكن كنسخة Game Boy Advance بالإضافة إلى جزئي Mythologies و Special Forces الجانبيين. النسخ المختلفة تعطي خيارات عدة لتجربة السلسلة وتصب أيضًا في مجال التعرف على تطور السلسلة. هناك لعب أونلاين لعدة أجزاء وفلاتر للرسوم والقدرة على إعادة الوقت أثناء اللعبة والتدرب على حركات الإعدام والتخزين المؤقت وفتح الشخصيات السرية مباشرة وغيرها من الإضافات المعتادة في الألعاب المحاكاة. جودة الألعاب عمومًا جيدة وحتى متنوعة مثل نسخة Ultimate Mortal Kombat 3 Wavenet النادرة.,6,True,SaudiGamer
Mortal Kombat: Legacy Kollection,19290,هناك بعض الأخطاء التقنية خاصة عند اللعب أونلاين من أصوات معطوبة في بعض الألعاب وأخطاء في حركة الشخصية وقد حل المطور بعضها ووعد بحل البقية. كذلك هناك بطئ استجابة خاصة في نسخ البلايستيشن 4 و5 مقارنة بالبقية وهي ظاهرة متكررة في ألعاب المحاكاة على الجهازين للأسف.,4,False,SaudiGamer
Vampire: The Masquerade - Bloodlines 2,19138,منظومة المعارك سطحية، و تفتقر للعمق والتفرع في استخدام القدرات. من المحبط أن تتمكن من تصميم شخصية تتقن كل شيء، ولا تشعر بالتفرد بأي شيء. الذكاء الاصطناعي للأعداء سيء، ومن أسوأ ما لعب هذه السنة ويجعل القتال بلا قيمة أو أي تحدي يذكر نظام الـ Masquerade تم اختزاله في الظهور أمام العامة وهو شيء محبط جدًا بسبب عدم تقديم أي تأثير فعلي على أسلوب اللعب في معظم الأوقات عالم اللعبة متوسط الحجم لكنه خالي بشكل شبه كامل من النشاطات الجانبية. النشاطات الموجودة سطحية ومتكررة وتتضمن الذهاب لمكان ما لمحاورة شخص ثم جلب غرض ما إلخ. كلها مهام بتصاميم بدائية جدًا عبارة عن تجول بين نقاط محددة تم إزالة الأسلحة بالكامل، باتت المعارك تعتمد بشكل رئيسي على القدرات التي تستخدم فيها اليد فقط، وهو أمر محبط لأنه يغلق الباب أمام أي فرصة لإنشاء بيلدات مختلفة والاستمتاع بإعادة اللعبة لأكثر من مرة. معظم أنظمة الآر بي جي التي تم تقديمها في الجزء الأول تم إزالتها هنا واللعبة تقدم هوية أقرب إلى أكشن/مغامرة بدون أي عمق في العالم والشخصيات الجانبية. من أهم العناصر الغائبة هي الـInventory والنهب Looting أو أدوات. تم إزالة نظام استغلال القدرات في الحوارات مثل التهديد أو الإقناع، لكي تحصل على الجائزة البلاتينية ستحتاج إلى لعب القصة مرة بكل فصيل في اللعبة، ولا يوجد أي فارق بذكر بين الفصائل لأنك إذا اخترت أحد الفصائل لازلت تستطيع الحصول على قدرات البقية في شجرة مهارات مباشرة وصغيرة نسبيًا,4,False,SaudiGamer
Hades II,16683,اللعبة جميلة بصريًا كعادة هذا الاستوديو؛ إذ يشغل الاتجاه والإخراج الفني حيزًا واسعًا ويُضفي طابعًا أخَّاذًا وفريدًا على ألعابه. وعلى الرغم من أنها تتشابه في الاتجاه الفني العام مع الجزء الأول، تحظى Hades II بتدرج لوني مختلف تمامًا وأكثر &#8220;بريقًا&#8221; يتماشى مع كون البطلة ساحرة. الابتكار في سرد القصة عبر نظام Rogue lite موجودٌ هنا أيضًا. فالقصة لا تُحكى ولا تتقدم إلا عندما تموت شخصيتك. وفي كل مرة تعود فيها إلى المنزل أو الbase تُبنى قطع وجوانب القصة عبر حديثك مع الشخصيات التي تُقابلها على طول الطريق. دفعت هذه الابتكارية -والتي ظهرت مع الجزء الأول- بعض الشركات إلى خلق تصنيف &#8220;Hades-like&#8221; كما هو الحال مع &#8220;Souls-like&#8221; مع ألعاب السولز الشهيرة. أسلوب اللعب في Hades II مختلفٌ بشكل واضح عن الجزء الأول في جانب أنه أصبح استراتيجيًا أكثر! إذ أضاف المطورون بطاقات Arcana Cards التي تمكنك من الحصول على بعض القدرات والامتيازات قبل الدخول إلى &#8220;الRun&#8221; التالية. وشهدنا أيضًا عودة عناصر Keepsake والتي تحصل عليها عندما تمنح أيًا من شخصيات اللعبة &#8220;نكتار&#8221; هدية. وبالطبع هنالك Boons من أساطير الإغريق والتي تمنحك قوى فريدة في كل مرة تخدم وتغير أسلوب لعبك بشكل واضح. هنالك عددٌ لا نهائي من الاحتمالات في بناء &#8220;build&#8221; خارقة أثناء لعب Hades II وهو ما يمنحها قيمة إعادة كبيرة، حتى بعد إتمام القصة. كما أن مزايا وقدرات اللعب ليس وحدها السبب الذي سيجعلك تعود للعب، بل كما المحتوى الذي تقدمه اللعبة على مستوى التحديات والمهمات الجانبية وغيرها. قصة Hades II بدت لي كامتداد للجزء الأول، بقالبٍ مختلف وهي في العموم ممتازة. شخصيات Hades 2 مثيرة جدًا للاهتمام، والفضل يعود إلى الكتابة المميزة والأداء الصوتي الممتاز من قِبل الجميع تقريبًا.,6,True,SaudiGamer
Hades II,16683,في بعض الغرف، كان القتال فوضويًا، خاصةً مع كثرة الأعداء ويا إلهي لو تواجد زعيم &#8220;boss&#8221; أيضًا! في الحقيقة كنت في بعض الأحيان لا أعلم إلى من وجهة الضربة من كِثر الأعداء.,4,False,SaudiGamer
The Hundred Line -Last Defense Academy-,18428,أكثر ما يميز The Hundred Line: Last Defense Academy هو كونها بالحقيقة عبارة عن عدة ألعاب، فالقصة الرئيسية قصة أشخاص يجبرون على حماية مدرسة من الأعداء الفضائيين لمدة 100 يوم، لكن بعد النهاية تعود للماضي لتعيد الأحداث لكن مع معرفتك لما ممكن أن يحصل. هناك عدد هائل من الخيارات التي تؤدي إلى مسارات وسيناريوهات مختلفة في قصتها وحتى توجهها القصصي. السيناريوهات تختلف في جودتها وحتى نمطها الفني، فهناك التي تصبح مسابقة قتل وتلك التي تصبح قصة زومبيات وتلك الجادة وأخرى كوميدية وهذا أعلى انجاز حيث لا تحتاج لإنهاء جميع المسارات وإنما يصبح لديك لعبة يمكن إعادة لعبها إلى أن تمل منها وتحصل على قصة جديدة كل مرة. الشخصيات العدة تتطلب وقتًا للتعرف عليها (وعدة نهايات في بعض الحالات) لكنها على المجمل شخصيات مكتوبة بعناية ومتنوعة وستكره بعضها وتحب بعضها وتشمئز من بعضها. الأداء الصوتي باللغة اليابانية جيد والحوارات بالانجليزي جيدة مع ترجمة مقبولة. بالرغم من كون النهايات والسيناريوهات مستقلة عن بعض وعدم وجود نهاية حقيقية واحدة إلا أن معظم المسارات تسلط الضوء على الشخصيات المتنوعة وبعض النهايات تعطي معلومات أكثر عن القصة وحقيقة مايجري. الرسوم بسيطة لكن رسم الشخصيات ممتاز والموسيقى جيدة وحماسية. بساطة الرسوم يوازنها التنوع والعناية في تصميم الشخصيات والعالم. بالإضافة إلى الحوارات والخيارات واللعب التكتيكي هناك فترات وقت فراغ تستطيع فيها التعرف على الشخصيات بالحديث معها أو إهدائها ما تحب وباستكشاف المنطقة حول المدرسة للحصول على المواد الخام. لا يضيف الكثير لكنه تنويع وتغيير مقبول.,6,True,SaudiGamer
The Hundred Line -Last Defense Academy-,18428,مع كثرة السيناريوهات وكون كل نهاية تتطلب عدة أيام من الأحداث هناك بعض التكرار والكثير من وقت الفراغ الذي تستطيع تخطيه بالنوم لكن رغم ذلك يعني ساعات من وقت اللعبة الفارغ. تفتقد اللعبة للتوجيه فقد تسلك مسارًا يؤدي إلى نهايات هزلية وليس واضحًا في معظم الأحيان نتيجة قرارك فبدون مساعدة خارجية قد تجد صعوبة في إيجاد المسار الذي يناسبك.,4,False,SaudiGamer
The Outer Worlds 2,18723,N/A,N/A,N/A,SaudiGamer
Battlefield 6,19051,"تقدم القصة 9 مراحل مدة كل منها بين 20 و 40 دقيقة، وهي مراحل متنوعة، فتارة تكون مواجهة عسكرية مباشرة مليئة بتدمير وتفجير ونيران لا تتوقف للحظة، وتارة أخرى تكون مرحلة تسللية مع نظارات الرؤية الليلية تعود اللعبة لأصلها مرة أخرى من خلال تقديم 4 فئات أساسية للجنود؛ مهاجم، مهندس، مسعف، قناص. كل واحد من أولئك له قدرات مختلفة عن الآخر، فالمهاجم يهاجم الخطوط الأمامية لفتح الطريق لمن بعده، والمهندس متخصص في إصلاح الآليات واستخدام القذائف مثل RPG وزرع الألغام، والمسعف مهمته إنقاذ رفاقه، أما القناص مهمته هي الاستطلاع في أرض المعركة من مسافات كبيرة تعيد Battlefield 6 نظام الفئات لكنها أيضًا تتيح حرية محدودة بإمكانية استعمال أي سلاح لأي فئة، إلا في طور مغلق الفئات، وهي خطوة ممتازة ألغت بها السلسلة ما حدث في Battlefield 2042 خرائط Battlefield 6 متنوعة، وعددهم 9 خرائط بين خرائط عملاقة مناسبة بل ومثالية لطور Conquest وخرائط أخرى مناسبة لأطوار مثل Team Deathmatch. خرائط مثل New Sobek City و Brooklyn Bridge و Siege Of Cairo كانوا أهم الخرائط للأطوال العملاقة التي تعطي شعور &#8220;الحرب الشاملة&#8221; بكل ما فيها من دمار و وأكشن ملحمي. خرائط أخرى مثل Empire State أعطت شعورًا أقرب لـ<a href=""https://www.saudigamer.com/tag/call-of-duty/"">Call of Duty</a> في المباريات الصغيرة، والتي تعتمد على الحركة المستمرة وحفظ نقاط الخداع والغش التي تمكنك من استغلال مهارتك في التصويب للتخلص من عدد كبير من الأعداء. الأدوات التي تقدمها باتلفيلد 6 لكل فصيل ممتازة وتستحق التفريم للحصول عليها وستقلب موازين المعركة كلما استطعت التقدم في المستوى في طور قصة Battlefield 6 ، تتحكم بسكواد كامل (كتيبة كاملة) ويمكنك أن توجههم ليقوموا بأشياء محددة مثل ضرب قذيفة RPG أو زرع لغم أو إلقاء قنبلة أو إطلاق النار، وهي أمور مفيدة جدًا ومسلية وجديدة على طور القصة نسبيًا. طور القصة بشكل عام يعمل كأداة تعريف على أدوات كل فئة ودورها في الميدان، وهذه هي قيمته الحقيقية. مؤثرات بصرية وصوتية على أعلى مستوى؛ فالانفجارات والدمار تبدو وكأنها من مشهد سينمائي، والأمر نفسه ينطبق على الأصوات، من طلقات الأسلحة إلى القذائف والصواريخ، وحتى أزيز المحركات وصوتها الذي يخترق أجواء المعركة خصوصا الطائرات الحربية.<br />
نظام التدمير الجديد ممتاز وواقعي، وفي بعض الأحيان يولد فوضى عارمة أقل ما يقال عنها ملحمية، وتعطي شعورًا بالخطر الدائم. لم يعد بإمكان أحد أن يخيم في منطقة عالية أو مبنى شاهق ليقنص خصومه، انتهى هذا العصر والسبب هو أن الخرائط معظمها قابل للتدمير.",6,True,SaudiGamer
