game_name,app_id,review_text,user_score,voted_up,source
Steelrising,13615,"تَمكنت لعبة Steelrising أن تُقدم تجربة قصصية مميزة في عالم بديل خلال فترة الثورة الفرنسية، وبخلاف القصة التي أعجبتني كثيرًا والوجوه المميزة التي ستُقابلها داخل اللعبة، إلا وأن المطور أضاع فرصة كبيرة خلال أسلوب العب الذي كان محدود بدرجة كبيرة ولم يكن ممتع، بالإضافة إلى تنوع الأعداء والزعماء الضعيف، على الرغم من وجود بعض القتالات التي لا تُنسى ولكنها لم تَكن كفيلة لكي تُنسيك مشاكل اللعبة الجوهرية. المستوى الرسومي المتوسط والغير مقبول الذي ظهرت به اللعبة أيضًا وهو أمر مُشابه لما رأيناه بلعبة GreedFall هو شيء غريب أن نراه في وقتنا هذا، خاصًة بعد الزخم الذي أصبح يُحيط أستوديو Spiders ومن المفترض أن نَجد اهتمام أكبر في كل النواحي من المطور الفرنسي، ونأمل في المستقبل أن يَعود إلى نوعه المفضل وأن يبقى بعيدًا عن فكرة ألعاب ""السولز"" التي لم تُسعفه على الإطلاق.",9,Neutral,IGN
The Elder Scrolls V: Skyrim Anniversary Edition,12320,الإصدار الجديد من اللعبة المحبوبة لا يليق بمكانتها في قلوبنا، معظم الأشياء الجديدة كان من المفترض إضافتها مجاناً للاعبين والتحسينات الرسومية ضئيلة للغاية ولم يتم العمل عليها بما يكفي لتستغل إمكانيات الجيل الجديد، يُنصح بشرائها فقط لمن لديه الكثير من الاهتمام بمحتويات Creation Club أو من لم يشتري نسخة جديدة من اللعبة منذ إطلاقها الأصلي,7,Neutral,IGN
Black Clover: Quartet Knights,6581,لعبة Black Clover: Quartet Knights استطاعت بالفعل أن تقدم بالفعل تجربة لعب جيدة ولكنها كانت تعاني من الكثير من المشاكل التي أفقدتها الكثير خلال تجربتنا لأحداث اللعبة سواء طريقة عرض القصة التي تبدو سطحية للغاية أو المشاكل الرسومية التي كانت تعاني من اللعبة وأخيراً مشكلة السيرفرات وطور اللعب الجماعي الذي لا تتمكن من تجربته رفقة لاعبين حقيقين وكان شيء مزعج لنا للغاية خلال تجربة هذا الطور.,9,Neutral,IGN
Sniper: Ghost Warrior 3,1704,يجدر التنويه أن SGW3 تمتلك لحظات مثيرة للغاية، وخاصة خلال الحملة الرئيسية. ولو أن شركة CI Games ركزت على هذه الأقسام بدلاً من تقديم عالم مفتوح ممل وفارغ للتنقل في أرجائه (بسرعة)، لربما كانت استطاعت تقديم لعبة القنص المثالية. ففي لحظات تألقها، يصعب إنكار الشعور بالرضى الذي ينتابك عندما تتسلل عبر مرحلة من دون أن يتم كشفك، والشعور بالمتعة عندما تقضي على أهدافك عن بعد. لكنك تضطر للاعتماد أكثر من اللازم على هذه الأجزاء لتشعر بالمتعة في لعبة ترزح تحت وطأة طموحها الذي يثقلها.,N/A,Neutral,IGN
Mafia 3,1539,Mafia 3 تملك قصه من احلى قصص العاب هذا العام. ولكن بسبب تجربة اللعب المتكرره، الميكانيكات العاديه جداً والرسومات السيئه تجعل اللعبة مخيبة للأمال بشكل كبير.,7,Neutral,IGN
Homefront: The Revolution,1527,إن Homefront the Revolution هي لعبة تبدأ مع الكثير من الإمكانيات، لكنها تفشل في تحقيق مبتغاها. يمكن أن يكون من السهل الاعتياد عليها بعد مرور بعض الوقت، لكن حجم المشاكل التقنية وانخفاض سرعة الإطارات في اللعبة يمكن أن يشعرك بالإحباط لدرجة أن تتركها من يدك وتتوقف عن اللعب.,N/A,Neutral,IGN
Final Fantasy: Crystal Chronicles Remastered Edition,10053,يقدم لك هذا الريماستر القليل للغاية من تحسينات وإصلاحات تحتاجها اللعبة الأصلية بشدة وإنما بدلاً من ذلك هنالك طبقة صغيرة من الرسوم الجديدة وبعض التعديلات التي يُعتبر بعضها سيئ خصوصًا لطور الأونلاين الذي على الأغلب لن تستمتع به وإنما ننصحك فقط بشراء هذا الريماستر إذا كنت لا تمانع بالتجربة لوحدك وتتحمل القصة البطيئة والبطئ العام في مجمل اللعبة,7,Neutral,IGN
The Dark Pictures Anthology: House of Ashes,12206,تجربة ممتعة لمن يُحب هذا النوع من الألعاب الذي بالأحرى عبارة عن قصة تفاعلية أجمل مافيها وجود شخصية عربية بدور البطولة هي الوحيدة التي تم كتابتها بشكل جيد، وهنالك آلية لعب ممتعة في جعلك متأهب طيلة الوقت للنقر على الأزرار بأوقات مفاجئة ولديك ترجمة عربية متواضعة تساعدك على فهم معظم الحوارات، لكن إن لعبت الأجزاء السابقة  فسوف يخيب أملك من تكرار الآليات نفسها واستهلاك قبيح لتصاميم الشخصيات وانتزاع الرعب بالكامل لتتحول إلى أكشن قليل المتعة أحداثه أكبر مما يتسع في هذا القالب الصغير ويرفع إشارة استفهام كبيرة لاختيار أصوات بلكنة مصرية لأداء شخصيات عراقية.,7,Neutral,IGN
Attack on Titan 2,5411,إن الجزء الثاني من هذه اللعبة جيد بقدر ما هو سيئ، ممتع بقدر ما هو ممل، وهو ما كان يجب أن يكون عليه الجزء الأول بالأصل فالاختلافات بين الجزأين قليلة، ولهذا اللعبة لا تستحق أبداً سعرها المرتفع عند 60 دولار، وبالتالي إذا أردتم شرائها انتظروا حتى يحصل تخفيض على سعرها.,7,Neutral,IGN
Fallout 76,6227,لعبة Fallout 76 كانت تمتلك فرصة كبيرة لأن تكون لعبة ناجحة، ولكنها فشلت فشل ذريع في معظم النقاط الهامة التي تجعل من أي عنوان ناجح، ابتعد عنها الآن وانتظر إلى حلول يوم ما تصبح في خالية من الأخطاء ومعدلة بما فيه الكفاية لتصبح قابلة للشراء.,7,Neutral,IGN
SnowRunner,9011,لماذا هذه اللعبة صعبة قد تسأل؟ الإجابة بسيطة بعد تجربتها لبضعة دقائق فقط، فهذه ليست لعبة محاكاة للانتقال بسهولة بين مكان وآخر والسرعات الجنونية وما يتبع ذلك، بل تعاكس هذه اللعبة ألعاب السباقات المألوفة وتعطيك تجربة منعشة جديدة وهي تطبيق قوانين فيزيائية واقعية على حركة الشاحنة وسرعتها وقيادتها.,8,Neutral,IGN
One Piece: Pirate Warriors 4,9181,إن الجزء الجديد من سلسلة الألعاب هذه هو الأفضل من بينها حتى الآن مع قائمة واسعة من الشخصيات المتاحة للعب ونظام لعب ممتع وجنوني ومهمات متجددة في الشكل ونوعًا ما بالوظائف، وقد تكون خيارك الأمثل أيضًا إن كنت من محبين هذا النوع من الألعاب فهي من أفضلها حاليًا، ولكنها للأسف تعاني من ضعف في طور الأونلاين والتصميم الرسومي غير موفق بالأخص للشخصيات.,8,Neutral,IGN
Street Fighter V: Champion Edition,8900,إن الإصدار الجديد من اللعبة القتالية الشهيرة هو الوجهة المثالية لمن يريد تجربتها لأول مرة، لكن لا تتوقعوا هنا أكثر من إضافات متعلقة بالشخصيات وساحات القتال والأمور التجميلية، فلم يتم التعديل على ميزات وآليات اللعب، كما وأن السعر موضوع مثيرٌ للجدل بهذا الإصدار.,8,Neutral,IGN
Call of Duty: Modern Warfare,7398,استطاعت شركة Activision أن تفي بوعدها تمامًا تجاه لعبة Call of Duty: Modern Warfare وأنها ستقدم تجربة لعب مختلفة وتغييرات جذرية، فهي اللعبة التي تعيد مسار السلسلة بأكملها إلى الطريق الصحيح، بداية من قصة اللعبة والصراعات التي قدمتها جعلتنا نتذكر أمجاد السلسلة وخاصة ثلاثية Modern Warfare القديمة والقصة التي جعلتنا نتعلق بتلك السلسلة بالتأكيد. وبجانب القصة المميزة التي قدمتها اللعبة فالتغييرات الكبيرة التي شهدها أسلوب اللعب جعلها تقدم تجربة واقعية على عكس الأجزاء الماضية وتحتاج من اللاعبين التمهل ووضع استراتيجيات وتكتيكات قبل تنفيذ المهام المختلفة. وبالطبع قدمت اللعبة تحسينات عديدة على صعيد طور اللعب الجماعي والذي شهد أنماط لعب جديدة ستجعلنا نقضي خلالها ساعات لعب طويلة دون الشعور بالملل، وهذا بالطبع رفقة طور اللعب التعاوني الذي يقدم لك مهام متنوعة بإمكانك تنفيذها بعد نهاية قصة اللعب رفقة لاعبين أخرين عبر الشبكة والدخول في منافسات PVE والتحديات المثيرة التي يقدمها. ولاستكمال تلك اللوحة الفنية المميزة التي قدمتها اللعبة قٌدمت لنا رسوميات مبهرة وصوتيات جيدة للغاية مع دعم للغة العربية جعلنا نستمتع بتجربتنا لهذا العنوان، ومتحمسين بشكل كبير لأجزاء Modern Warfare القادمة والطريق الجديد التي أصبحت تسير عليه السلسلة، واستطاعت لعبة Call of Duty: Modern Warfare أن تقدم تجربة لا تنسى بالتأكيد.,8,Neutral,IGN
Rival Megagun,6947,إن اللعب بلعبة Rival Megagun ممتع للغاية، لكنه قصير الأمد إذا كنت تلعب لوحدك. ومن الأفضل أن تضع مهاراتك ضد لاعب بشري آخر للحصول على المتعة القصوى عند اللعب في اللعبة، ولكي تتاح لك فرصة الاستمتاع بكل تلك العناصر التي تذكرك بالألعاب القديمة الرائعة.,8,Neutral,IGN
SoulCalibur VI,6694,ستحصل مقابل 60 دولار على عشرات الشخصيات القابلة للعب وقصة متفرعة إلى قسمين وطور تصميم شخصية لا بأس به بدرجة جيدة من العمق، ومتعة الأونلاين تزيد من جودة اللعبة، لكن إذا كنت تكره قراءة الكثير من النصوص وتكرار المعارك نفسها فعليك التفكير مرتين قبل شرائها لأجل قصتها,8,Neutral,IGN
Destiny 2: Forsaken,6388,على الرغم من اختلافي الشديد مع سياسة تسعير Destiny 2 Forsaken والتي تكلف 40 دولار ولكن إذا أردت التوسعة مع باقي إضافات الموسم ستكلفك 80 دولار وهذا أمر جنوني بالنسبة لتوسعة لعبة والتي قامت بحل مشاكل اللعبة الأصلية، إلا أن التوسعة قدمت محتوى جيد للغاية سواء بقصة قوية أو مهمة Raid صعبة وشخصيات جيدة وأيضاً طور Gambit المميز، مما سيجعل الكل مشغولاً ولكن مازلت أعاني مع هذه اللعبة بسبب الـ Engrams العشوائية التي أحصل عليها، فإذا كنت مجنوناً بالسلسلة ولا تمانع دفع 80 دولاراً إضافية مع الـ 60 دولار التي قمت بدفعها في اللعبة الأًصلية، فيمكنك شراؤها وأنت مطمئن لأنك ستحصل على محتوى رائع للغاية، أما إذا لم تجرب اللعبة بعد فيمنك شراؤها مقابل 60 دولار مع اللعبة الأصلية والموسم الأول أو يمكنك شراء المجموعة كاملة مع الـ Annual Pass مقابل 100 دولار.,8,Neutral,IGN
Pro Evolution Soccer 2019,6387,رغم افتقاد PES 2019 لحقوق أبرز البطولات الأوروبية إلا أن Konami ركزت جهودها على تحسين أسلوب اللعب من خلال مهارات جديدة وطرق تحرك أكثر واقعية وذكاء اصطناعي ممتاز في الدفاع ومحدود القدرات في الهجوم، ونظام إضاءة محسن وواقعية أكبر في تحركات اللاعبين وسرعة المباريات وطرق التسديد على المرمى وضرورة نقل الكرة باستمرار لبناء هجمة صحيحة، ورغم دقة أسلوب اللعب في هذا الجزء إلا أن هذا الأمر ليس كافي لقضاء ساعات طويلة أمام اللعبة في ظل عدم وجود تغييرات تذكر في أطوار اللعب الرئيسية myClub و Master League أضف الى ذلك غياب معظم التراخيص للدوريات الكبرى.,8,Neutral,IGN
Onrush,6179,إن لعبة Onrush هي خيار رائع لمن مل من تكرار ألعاب السيارات ويبحث عن شيء مختلف تماماً ومصمم بعناية كبيرة، هنالك نقص في المحتوى يمكن إصلاحه لاحقاً، لكن كن على استعداد لبعض من الإدمان!,8,Neutral,IGN
Vampyr,6160,لعبة Vampyr هي لعبة تشبع حب مصاص الدماء الكامن بداخلنا، وتضعنا فى مواقف و تجعلنا نفكر فى أبعاد خياراتنا، ونتسائل هل نقتل لجعل حياتنا أسهل، أم يجب علينا ان نحافظ على حياه الأشخاص حتى وإن لم يستحقوا هذا. سوف تستمتع بالقصص وعالم اللعبه المظلم، ولكنك لن تجد نظام قتال يجعلك تتحمس لخوض المعارك، أما أنا فسوف أعود للعبة مرة أخرى لأجرب خيارات جديدة، كقتل كل البشر أو عدم قتل أى شخص.,8,Neutral,IGN
State of Decay 2,5803,تعد لعبة State of Decay 2 أحد أفضل ألعاب البقاء والزومبي التي قمت بتجربتها على الجيل الحالي من الأجهزة، فهي لعبة تقدم عالم مفتوح وتعطيك حرية كبيرة في القيام بما يحلو لك وتأسيس قاعدتك بالشكل الذي تراه مناسباً، متعة اللعبة الحقيقية تكمن في اللعب التعاوني والتعاون مع أصدقائك في صد جحافل الزومبي، وتعد لعبة RPG رائعة وتستحق التجربة بالطبع مقارنة بسعرها البالغ 30 دولار فقط.,8,Neutral,IGN
Pillars of Eternity II: Deadfire,5765,تعود إلينا Pillars of Eternity بجزء ثاني سيستقبله لاعبين الجزء الأول بالأحضان، رغم بعض خيبات الأمل، وأما من لم يتطرق للجزء الأول من قبل، فستعجبه اللعبة كثيراً إن كان من محبين ألعاب الأربيجي الكلاسيكية، وإن لم يكن كذلك، فأحذركم من التقييم أدناه لأنه ليس لكم وعلى الأغلب لن تعجب اللعبة من يكره النصوص الكثيفة والأجواء الكلاسيكية.,8,Neutral,IGN
Ni no Kuni 2: Revenant Kingdom,5039,اتخذت Ni No Kuni 2 خطوات جريئة مقارنة بالجزء الأول بعضها كان صائبا مثل تقديم نظام اشتباكات مختلف أكثر سرعة وتنوع، وبعضها لم يكن موفقا كالإستغناء عن أحداث العالم الحقيقي نهائيا، رغم ذلك قدم العنوان قصة بسيطة سيتعلق بها أي لاعب سريعا وشخصيات بأداء صوتي ممتاز ولكن محدود للغاية، وعالم افتراضي مثير ويحتضن مغامرات عديدة تستغرق عشرات الساعات من التخطيط والتطوير والمعارك الممتعة.,8,Neutral,IGN
PlayerUnknown's Battlegrounds,4829,استطاعت لعبة PlayerUnknown’s Battlegrounds التفرد عن غيرها من الألعاب عن طريق تقديمها لنمط ألعاب Battle Royale بصورة فريدة لتقوم بطفرة ثورية في عالم الألعاب الجماعية، فمن خلال جزيرة واسعة يتنافس فيها 100 لاعب للبقاء على قيد الحياة بكل السبل الممكنة تقدم اللعبة جو إثارة وترقب لم أشهده في غيرها من الألعاب التي حاولت تقليدها، ولكن يجب على الاستوديو العمل على تطوير اللعبة ودعمها بالمزيد من المحتويات والأنماط الجديدة حتى لا تتعرض هذه اللعبة للموت سريعاً، وخصوصاً في ظل المنافسة الشرسة حالياً من Fortnite وCall of Duty وBattlefield.,8,Neutral,IGN
FIFA 18,4501,تسير FIFA 18 على درب سابقتها من حيث تقديم نفس المحتوى مع تحسينات بسيطة كأنماط لعب تظهر لأول مرة وأسلوب لعب أسرع وهجوم أكثر تنوع ومستوى بصري وصوتي مبهر والقدرة على الحصول على جوائز ذات قيمة في طور FUT من خلال اللعب بشكل فردي لأول مرة، ولكن على الجانب الأخر لا يوجد أي تغيير ملحوظ في Career Mode وPro Clubs ناهيك عن أداء الحراس المتفاوت وصعوبة السيطرة على خط الدفاع بشكل كامل.,8,Neutral,IGN
Life is Strange: Before the Storm - Episode 1: Awake,4496,الحلقة الأولى من لعبة Life is Strange: Before the Storm لا تحتوي على الكثير من الأحداث المثيرة والقرارات المصيرية، ولكنها تبدو كبداية جيدة لقصة واعدة مليئة باللحظات المشوقة والمؤثرة، حيث تمهِّد لتسليط الضوء على شخصية Chloe والعلاقة التي تربطها مع صديقتها Rachel، بالإضافة إلى كونها فقرة تعليمية على القدرة الجديدة Backtalk التي تتمتع بها بطلتنا في إقناع الأخرين بالقيام بما ترغب به.,8,Neutral,IGN
Pro Evolution Soccer 2018,4497,PES 2018 تبدو مشابهة للجزء الماضي مع بعض التعديلات البسيطة هنا وهناك، أهمها تخفيض سرعة اللعب. داخل الملعب تنجح اللعبة في تقديم أسلوب لعب خاص بها يعتمد على الواقعية والتكتيك والتخطيط أكثر من مجرد الاندفاع نحو الهجوم، لكنها تعاني كثيراً خارج المستطيل الأخضر، فأنماط اللعب لم تصل إلى شعبية المنافس خاصة نمط Ultimate Team، وأسلوب التقديم يتأخر كثيراً عن المنافس فيما يخص القوائم والتعليق وتفاعل الجماهير، أما المشكلة الأكبر فهي عدم الحصول على تراخيص الكثير من الأندية العالمية.,8,Neutral,IGN
Uncharted: The Lost Legacy,4216,ليس سرا أن The Lost Legacy سارت على نفس درب الجزء السابق بمميزاته ومساؤه، مميزاته التي تتمثل في وجود قصة مثيرة تبقى اللاعب متشوقا باستمرار، وشخصيات مصممة بإتقان وألغاز غاية في الدقة والإتقان، ومساؤه التي تتجسد في تكرار عناصر أسلوب اللعب وتقديم عالم ضخم شبه فارغ، والإلتزام بنفس الإعدادات دون أي تغيير يذكر.,8,Neutral,IGN
Battlefield 1: They Shall Not Pass,4057,قدمت توسعة They Shall Not Pass الجيش الفرنسي لأول مرة في Battlefield 1، بأربعة خرائط جديدة وعملية جديدة وأسلحة جديدة فهي بلا شك تستحق الاقتناء، كنت أفضل لو تم إضافة حملة فردية جديدة للتعمق في أحداث دفاع فرنسا عن أراضيها، ولكن لطالما ركزت Battlefield على طور اللعب المتعدد والتي تبرع فيه بامتياز.,8,Neutral,IGN
Hitman - Episode 6: Hokkaido,3532,الحلقة السادسة من HITMAN أنهت الموسم الأول بطريقة لائقة وبمهمة مثيرة بعكس ما قدمته اللعبة في الحلقات الأخيرة، بداية من الخريطة مفصلة بشكل جيد ووجود هدف سري محاط بكل وسائل الأمان ووصلا إلى التحديات الجديدة مما جعلها واحدة من أفضل حلقات اللعبة حتى يومنا هذا.,8,Neutral,IGN
Watch Dogs 2,2846,لعبة Watch Dogs 2 صممت لكل من يحب العاب العالم المفتوح المليء بالخيارات و في نفس الوقت لكل من يحب تجربة اللعب المليئة بالمرح و الهزل وليس لكل من يحب القتل واستخدام الأسلحة  وإتباع قصة مليئة بالأحداث. و استطاعت ان تجسد مدينة San Francisco بشكل متقن واضافة التكنولوجيا التي تواكب هذا العصر والتي تجعلك تتحكم بالبيئة المحيطة بك وتجعلك سيد المدينة. وصممت أيضاً كمنفذ بعيد عن الألعاب الاعتيادية الثقيلة والمليئة بالأحداث.,8,Neutral,IGN
Kingdom Hearts III,1532,قد لا تكون هذه أفضل لعبة Kingdom Hearts في السلسلة والنهاية ستترك المعجبين يشعرون بالقصور حول الخاتمة والحبكة، لكن أسلوب اللعب فيها يحمل نفس الروح المنطلقة التي بدأتها. لطالما أحببت الروح المبتهجة التي تميز الشخصيات والطريقة التي تتمكن بها من التفاؤل في ظل الظروف القاتمة وكيف تتعاضد سوية مهما حصل. لكنها المرة الأولى أيضاً التي أشعر فيها أن الطريقة التي يندمج بها كون ديزني مع القصة التي تشبه أسلوب Final Fantasy غير ناجحة. فلم يتم بذل أية جهود هذه المرة لتبرير وجود سورا واصدقائه في هذه العوالم البعيدة، الأمر الذي قد يسبب التشويش. لكن إذا كنت معتاداً على مشاكل وأخطاء السلسلة، فلن يشكل أياً من ذلك فارقاً، لأن أسلوب اللعب هو المكان الذي تتألق فيه اللعبة حقاً. تتألق Kingdom Hearts من الناحية البصرية كما لم تفعل من قبل والعوالم المختلفة تعج بالتفاصيل الدقيقة والنقية. كما أن أسلوب المعارك يسبب الإدمان ببساطته والبصريات المميزة التي ترافقه غاية في الروعة. تتميز اللعبة بالعمق الكافي للحفاظ على إثارة اهتمام البالغين وفي نفس الوقت ستتمكن من جذب جمهور الصغار. سيعشق محبو ديزني الانغماس في عوالمها الساحرة، والتي تقدم كل منها شيئاً مميزاً، وخاصة تلك التي تبتعد عن الحبكات الأساسية. هناك الكثير من الأشياء الجانبية التي يمكن إنجازها أيضاً، ويعود الأمر إليك لتقييم مدى الانغماس بما يمكن للعبة أن تقدمه.,8,Neutral,IGN
MADiSON,12420,تجربة منعشة ومرضية لمحبي الألغاز والرعب الذين يشعرون بملل التكرار الذي أصاب هذا النمط من الألعاب، القصة جيدة وهويتها الفنية رائعة وتجذبك للاستمرار لكنها مفتوحة لتحليلات اللاعبين بشكل مبالغ فيه ولا تعطيك ما يكفي لربط أحداثها وفهمها بشكل واضح، هنالك الكثير من المتعة لتمضيتها مع أسلوب اللعب وحل الألغاز الرائعة وعالية الابتكار مع الأخذ بعين الاعتبار قليلاً من الشوائب، ومن السهل ترشيح اللعبة لجائزة أفضل ترجمة عربية رأيناها في الألعاب!,7,Neutral,IGN
Little Nightmares II,10644,تقدم Little Nightmares 2 مزيجًا إبداعيًا فائقًا يستحق التجربة للجميع، إن قمت بتجربة الأول فسوف تستمتع كثيرًا باللعبة وبنفس الوقت سوف تنزعج من تكرار بعض الآليات وعودة بعض الأخطاء والسلبيات، وهي عمومًا تجربة ممتازة لمن لم يتطرق سابقًا للجزء الأول باستثناء الضياع قليلاً بين معالم أحداث القصة. أنصحكم بشدة شراء حزمة تجمع الجزء الأول والثاني عندما تتوفر بعرض جيد، فهنالك أيضًا ترجمة عربية ممتازة.,7,Neutral,IGN
Life is Strange: Before the Storm - Episode 2: Brave New World,5041,الحلقة الثانية من Life Is Strange: Before the Storm تركِّز بشكلٍ أكبر على العلاقة بين Chloe وصديقتها Rachel، وتنجح في إثارة اهتمامك وعواطفك نحو الفتاتين والرغبة في معرفة مصيرهما في أحداث الحلقة الثالثة. تحتوي الحلقة أيضاً على مجموعة من القرارات المصيرية التي يجب عليك اتخاذها، والتي من المتوقع أن يكون لها تأثيرٌ هام على الأحداث القادمة.,8,Neutral,IGN
No Man's Sky,2393,قد لا تكون No Man's Sky لعبة مثالية من جميع الجوانب بل تشوبها العديد من المشاكل التشغيلية و الرسومية لكنها بكل تأكيد خطوة جريئة استفادت من تقنية التوليد العشوائي لتقدم لنا عالما مذهلا بحجمه مترامي الأطراف و تنوعه الشكلي و اللوني مما يجبرنا على تقدير هذه اللعبة التي عمل عليها استديو صغير Hello Games لسنوات عديدة.,N/A,Neutral,IGN
Star Wars Battlefront,1511,تمكنت شركتي EA و DICE من استحضار الأسلوب والمحيط الأصلي إلى Star Wars Battlefront. الرسومات البصرية المصقولة والاهتمام الشديد بالتفاصيل مثيران للاعجاب وأسلوب اللعب سلس ومليء بالإثارة. ولكن، تفتقر اللعبة إلى المحتويات وكانت لتستفيد أكثر لو أنها ضمنت الـ season pass في اللعبة الأصلية منذ البداية.,9,Neutral,IGN
